Sex,Sex_Simple,RaceEthnic,SSLast,SSLast_Corrected,Any1_20,Year,Job,Smartphone,Laptop,Cellphone,NoTech,APStats,OtherStats,Understood_Then,Remember_Now,Transfer,MathAnxious,StatsAnxious,Interest,GradePredict,Choc_Effect,Choc_Means,Choc_SD,Choc_Rating,Choc_TestItems,Choc_Kind,Choc_ChooseOne,Choc_DiffExpect,Thumb,Index,Middle,Ring,Pinkie,Height,Weight,Athletic,Hard_Working,Aggressive,Risk_Taker,Friendly,High_Math,Measured_Right,Short_Tall,FingerAVG,Finger_Ratio,TestoSum,RES_1,filter_$
2,2,3, , ,18,2,3,1,1,0,0,2,1,2,2,2,3,3,2,1,3,0,1,1,0,0,2,4,79,104,108,93,76,63,125,2,2,2,3,4,4,0,1,92,1.11827956989247,7, ,0
2,2,3, , ,12,1,2,1,1,0,0,2,2, , ,2,1,2,2,2,2,1,1,0,1,0,2,4,58,68,71,61,43,63,110,2,5,1,2,4,3,1,1,60.2,1.11475409836066,5,-4.69524289955652,1
2,2,1, , ,13,2,3,1,1,0,0,2,1,2,2,2,1,1,2,4,1,1,0,0,1,1,1,4,15,31,33,30,20,63, ,4,4,2,5,5,2,0,1,25.8,1.03333333333333,11, ,0
2,2,1, , ,13,2,3,1,1,0,0,2,2, , ,2,4,4,1,2,2,1,1,1,0,0,1,4,57,67,70,62,55,63,99,4,5,1,2,4,5,1,1,62.2,1.08064516129032,7,-2.69524289955652,1
2,2,3, , ,7,1,2,1,1,0,0,2,2, , ,2,2,3,2,2,2,1,1,0,1,0,2,1,56,63,69,70,52,63,104,3,5,5,4,5,4,1,1,62,.9,12,-2.89524289955652,1
2,2,1, , ,2,3,3,0,1,0,0,2,2, , ,2,1,1,2,2,2,1,1,0,0,0,2,1,50,70,80,73,45,63,155,2,3,2,2,3,1,1,1,63.6,.958904109589041,6,-1.29524289955652,1
2,2,3,0,0,17,3,2,1,1,0,0,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,4,57,67,73,65,55,63,125,3,5,2,2,5,4,1,1,63.4,1.03076923076923,7,-1.49524289955652,1
2,2,4,4,4,14,2,3,1,1,0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,1,0,2,1,5.5,6.5,7.5,7,6,63,150,4,4,4,2,3,3,0,1,6.5,.928571428571429,10, ,0
2,2,5,9,9,3,2,2,1,1,0,0,2,2, , ,2,4,3,1,2,2,1,1,0,1,0,2,4,62,67,75,67,56,63,126,4,4,4,2,5,4,1,1,65.4,1,10,.504757100443484,1
2,2,3,2019,9,17,2,3,1,1,0,0,2,1,2,4,2,1,1,2,3,3,0,1,0,1,0,2,4,57,79,88,76,56,63,120,2,4,1,4,5,2,1,1,71.2,1.03947368421053,7,6.30475710044348,1
2,2,3,2118,8,11,3,3,1,1,0,0,1,1,2,2,1,3,2,2,2,2,1,1,1,1,1,4,4,5.5,6.8,7.7,6.6,5.6,63,124,4,5,5,2,3,2,0,1,6.44,1.03030303030303,11, ,0
2,2,3, , ,5,1,3,1,1,0,0,1,2,1,2,2,4,4,2,1,2,1,1,0,0,0,2,3,52,66,74,70,53,63.4,130,4,4,4,3,4,4,1,1,63,.942857142857143,11,-2.32672345698845,1
2,2,1, , ,8,2,3,1,1,0,0,2,2, , ,2,4,2,3,3,2,0,0,0,1,0,4,2,6,8,9,8,7,63.5,115,2,4,3,3,4,4,0,1,7.6,1,8, ,0
2,2,4,6,6,13,2,3,1,1,0,0,2,1,2,4,2,4,2,2,2,3,1,1,0,0,0,2,1,57,67,77,72,60,63.5,128,4,3,1,3,4,4,1,1,66.6,.930555555555556,8,1.16540640365356,1
2,2,1,6,6,4,2,2,1,1,0,0,2,2, , ,2,3,2,2,2,2,1,1,0,0,0,1,1,66,69,77,72,58,63.5,115,3,4,2,2,4,4,1,1,68.4,.958333333333333,7,2.96540640365357,1
2,2,3,8,8,7,3,3,1,1,0,0,1,2,2,4,1,2,2,3,2,2,1,0,0,0,0,1,1,107,127,149,139,111,63.5,131,4,4,4,5,4,3,0,1,126.6,.913669064748201,13, ,0
2,2,5,2,2,5,3,3,1,1,0,0,2,1,1,3,1,1,1,2,4,2,1,1,0,1,0,1,1,6.7,7.1,7.8,7.4,6.6,63.6,110,4,5,5,3,5,2,0,1,7.12,.959459459459459,12, ,0
2,2,3, , ,18,3,3,1,1,0,0,2,1,2,2,1,2,2,1,1,2,1,1,0,0,0,2,2,6,7.5,8,7.5,6.5,63.8,88.2,2,3,3,2,4,3,0,1,7.1,1,7, ,0
2,2,4, , ,9,2,3,1,1,0,0,1,1,2,4,2,2,1,3,6,2,1,1,0,0,0,2,1,9,11,12,11,8,64,125,1,2,2,2,2,2,0,1,10.2,1,5, ,0
2,2,4, , ,17,1,2,1,1,0,0,2,2, , ,2,2,2,1,3,2,1,1,1,0,0,2,3,55,70,80,74,63,64,112,5,5,3,4,4,3,1,1,68.4,.945945945945946,12,2.42605570686368,1
2,2,3,0,0,16,2,2,1,1,0,0,2,2, , ,2,1,2,3,3,2,1,1,0,0,1,2,1,48,53,63,56,45,64,125,3,3,2,2,4,1,1,1,53,.946428571428571,7,-12.9739442931363,1
2,2,1,0,0,9,3,3,1,1,0,0,2,1,1,1,1,5,3,1,1,2,1,1,1,1,0,1,4,51,60,65,63,58,64,110,1,5,4,4,5,5,1,1,59.4,.952380952380952,9,-6.57394429313633,1
2,2,5,2,2,14,2,3,1,1,0,0,2,2, , ,2,1,1,2,4,2,1,0,1,0,0,3,1,69,72,74,74,68,64,180,1,3,1,4,5,1,1,1,71.4,.972972972972973,6,5.42605570686368,1
2,2,4,2,2,11,2,2,1,1,0,0,1,1,1,1,2,4,3,1,3,2,1,1,0,1,0,1,1,56,69,76,71,54,64,195,5,1,3,3,4,2,1,1,65.2,.971830985915493,11,-.773944293136324,1
2,2,1,3,3,17,3,2,1,1,0,0,2,1,1,2,1,4,4,2,1,2,1,1,0,0,0,2,1,62,69,77,72,58,64,110,5,5,4,3,5,5,1,1,67.6,.958333333333333,12,1.62605570686367,1
2,2,1,3,3,6,2,3,1,1,1,0,2,1,3,3,2,3,2,3,2,2,1,1,1,0,0,1,1,51,54,59,56,50,64,110,4,4,3,4,5,3,1,1,54,.964285714285714,11,-11.9739442931363,1
2,2,4,3,3,17,2,2,1,1,0,0,2,1,2,2,2,2,1,2,4,1,1,1,0,0,0,1,3,63.5,69.85,81.28,73.66,60.96,64,117,5,5,3,3,5,3,1,1,69.85,.948275862068966,11,3.87605570686367,1
2,2,3,3,3,18,2,3,1,1,0,0,1,2,1,4,2,2,1,2,2,2,1,1,1,1,0,1,1,80,92,110,95,70,64,110,1,4,1,1,3,4,0,1,89.4,.968421052631579,3, ,0
2,2,3,3,3,8,2,2,1,1,0,0,1,2,2,2,2,2,1,1,4,2,0,1,0,1,0,4,2,55,64,73,67,56,64,185,3,4,3,4,5,4,1,1,63,.955223880597015,10,-2.97394429313633,1
2,2,4,4,4,19,3,3,1,0,0,0,2,2, , ,2,2,1,1,1,3,1,1,1,1,1,3,4,60,70,85,75,60,64,155,2,4,5,5,3,4,1,1,70,.933333333333333,12,4.02605570686367,1
2,2,1,4,4,11,1,3,1,1,0,0,2,2, , ,2,2,3,2,2,2,1,1,0,0,0,2,1,55,70,90,80,60,64,133,5,4,2,2,3,4,1,1,71,.875,9,5.02605570686367,1
2,2,1,4,4,16,2,2,1,1,0,0,2,2, , ,2,5,4,2,1,2,1,1,1,0,0,1,1,60,70,75,70,60,64,135,5,5,1,2,5,5,1,1,67,1,8,1.02605570686367,1
2,2,3,4,4,4,2,2,1,1,1,0,2,2, , ,2,1,1,2,4,2,1,1,0,0,0,2,4,50,70,80,70,60,64,180,1,5,4,1,5,2,1,1,66,1,6,.0260557068636729,1
2,2,3,5,5,10,3,3,1,1,0,0,2,1,2,2,1,1,2,2,2,2,1,1,0,0,0,2,4,50,70,67,60,49,64,105,1,5,1,4,5,1,1,1,59.2,1.16666666666667,6,-6.77394429313632,1
2,2,1,7,7,13,3,3,1,1,0,0,2,1,2,5,1,1,1,3,3,2,1,1,0,0,0,1,1,65,75,80,70,60,64,120,3,4,4,4,3,1,1,1,70,1.07142857142857,11,4.02605570686367,1
2,2,3,7,7,17,2,3,1,1,0,0,2,1,2,3,2,3,3,3,1,2,1,1,1,1,0,2,1,64,65,76,76,58,64,140,3,4,2,3,4,4,1,1,67.8,.855263157894737,8,1.82605570686367,1
2,2,5,7,7,2,2,2,1,1,0,0,2,2, , ,2,4,3,1,2,2,0,1,1,0,0,2,1,64,72,77,69,57,64,170,3,4,1,3,5,4,1,1,67.8,1.04347826086957,7,1.82605570686367,1
2,2,1,9,9,17,3,3,1,1,0,0,2,1,1,1,1,4,4,1,1,1,1,1,0,0,0,2,4,57.15,63.5,76.2,63.5,50.8,64,140,3,4,2,3,4,4,1,1,62.23,1,8,-3.74394429313632,1
2,2,3,760,0,7,2,2,1,1,0,0,2,2, , ,2,3,2,3,3,2,1,1,1,1,0,2,1,59,72,82,74,63,64,141,4,4,1,3,5,3,1,1,70,.972972972972973,8,4.02605570686367,1
2,2,4,789,9,7,1,3,1,1,0,0,2,1,2,4,2,2,2,2,5,1,0,1,0,0,0,1,1,50,70,85,74,55,64,165,1,4,3,2,4,3,1,1,66.8,.945945945945946,6,.82605570686367,1
2,2,4,946,6,17,3,2,1,1,0,0,2,1,5,5,2,1,1,2,5,2,1,1,0,1,0,1,1,114,127,155,152,102,64,154,4,4,4,4,4,3,0,1,130,.835526315789474,12, ,0
2,2,3,9822,2,4,1,3,1,1,0,0,1,2,2,3,2,3,2,1,3,1,1,1,0,0,0,2,1,5.8,6.8,7.2,6.5,5.4,64,120,2,3,1,3,4,4,0,1,6.34,1.04615384615385,6, ,0
2,2,3, , ,18,2,3,1,1,0,0,2,2, , ,2,3,3,2,1,2,1,1,0,1,0,2,1,73,81,87,83,68,64.5,125,2,2,2,3,3,4,1,1,78.4,.975903614457831,7,11.8867050100738,1
2,2,5, , ,18,2,3,1,1,1,0,2,2, , ,2,4,3,2,2,2,1,1,0,0,0,2,4,69,81,86,79,63,64.5,154,1,5,2,2,4,4,1,1,75.6,1.0253164556962,5,9.08670501007377,1
2,2,2,1,1,3,2,2,1,0,0,0,2,1,2,2,2,4,2,2,2,2,1,1,0,0,0,2,4,68,76,84,75,61,64.5,120,4,5,1,3,4,4,1,1,72.8,1.01333333333333,8,6.28670501007377,1
2,2,4,2,2,19,2,3,1,1,0,0,2,1,2,2,2,3,4,2,3,2,1,1,0,1,0,2,4,86.36,93.98,104.14,73.66,55.88,64.8,211,2,4,4,4,4,3,0,1,82.804,1.27586206896552,10, ,0
2,2,3,7,7,17,2,3,1,1,0,0,2,2, , ,2,2,2,2,2,2,0,1,0,0,0,2,1,64,73,80,75,62,64.8,127,1,5,1,1,3,2,1,1,70.8,.973333333333333,3,3.96309459199983,1
2,2,2,2,2,17,3,2,1,1,0,0,1,1,4,2,2,2,2,2,1,2,1,1,0,0,0,2,1,60,65,70,70,58,65,138,2,4,4,2,3,2,1,1,64.6,.928571428571429,8,-2.45264568671614,1
2,2,5,3,3,17,3,3,1,1,0,0,2,1,4,5,1,1,1,3,3,3,0,1,0,0,0,1,4,6,7,8,7,6,65,125,3,5,4,2,4,1,0,1,6.8,1,9, ,0
2,2,2,4,4,15,2,2,1,1,0,0,1,2,2,2,2,5,5,1,1,2,0,1,1,0,0,2,1,63,74,76,72,54,65,127,4,4,2,2,4,4,1,1,67.8,1.02777777777778,8,.747354313283864,1
2,2,1,8,8,4,2,2,1,0,0,0,2,2, , ,2,4,2,2,2,2,1,1,0,0,0,1,2,60,80,85,65,55,65,130,1,4,1,2,5,4,1,1,69,1.23076923076923,4,1.94735431328387,1
2,2,1,9,9,10,2,3,1,1,0,0,1,2,2,4,2,4,3,2,1,2,1,1,0,0,0,1,1,53.975,73.025,79.375,69.85,53.975,65,148,4,5,4,4,5,5,1,1,66.04,1.04545454545455,12,-1.01264568671613,1
2,2,3,1339,9,5,2,2,1,1,0,0,1,2,2,5,2,2,2,2,2,2,0,1,1,0,0,2,4,45,70,75,65,45,65,110,3,4,3,2,4,4,1,1,60,1.07692307692308,8,-7.05264568671613,1
2,2,4,1864,4,5,3,2,1,1,0,0,2,1,4,5,1,2,1,1,2,2,1,1,0,0,0,2,1,2,2.8,3,2.1,2.2,65,130,4,5,4,5,5,2,0,1,2.42,1.33333333333333,13, ,0
2,2,2,4800,0,13,2,2,1,1,0,0,1,1,2,2,2,2,3,3,4,2,1,1,0,1,0,1,1,64,76,88,84,60,65,194,5,5,4,3,5,2,1,1,74.4,.904761904761905,12,7.34735431328387,1
2,2,4,5112,2,10,2,2,1,0,0,0,2,1,2,2,2,3,2,2,5,2,1,1,0,1,0,1,4,65,73,80,75,58,65,149,2,5,1,2,5,4,1,1,70.2,.973333333333333,5,3.14735431328387,1
2,2,5,8894,4,18,2,3,1,1,0,0,2,2, , ,2,2,3,2,2,2,1,1,1,0,1,2,1,62,70,76,69,56,65,128,2,2,2,5,5,3,1,1,66.6,1.01449275362319,9,-.452645686716139,1
2,2,1, , ,12,2,3,1,1,0,0,1,2,2,2,2,3,4,2,1,3,1,1,0,0,0,2,1,58,68,79,72,54,65.5,130,2,5,3,2,5,4,1,2,66.2,.944444444444444,7,-1.39199638350603,1
2,2,3,2,2,19,2,2,1,1,0,0,1,2,5,5,2,4,2,2,2,2,1,1,1,1,1,2,1,60,72,77,71,59,65.5,120,2,4,1,2,4,4,1,2,67.8,1.01408450704225,5,.208003616493968,1
2,2,4,3,3,3,3,3,1,1,0,0,2,1,2,4,1,1,1,2,4,1,1,1,0,0,0,2,4,50,71,78,75,57,65.5,145,2,5,3,5,4,1,1,2,66.2,.946666666666667,10,-1.39199638350603,1
2,2,1,3,3,13,1,3,1,1,0,0,1,2,1,2,2,4,3,1,4,2,1,1,0,0,0,2,1,60,72,74,70,58,65.5,110,4,4,2,1,3,4,1,2,66.8,1.02857142857143,7,-.791996383506032,1
2,2,1,8,8,8,2,2,1,1,0,0,2,1,1,4,2,4,4,1,1,2,1,1,1,0,0,2,1,53,67,78,71,56,65.5,140,5,5,1,3,5,5,1,2,65,.943661971830986,9,-2.59199638350603,1
2,2,3,9,9,4,1,3,1,1,0,0,2,2, , ,2,2,3,2,1,2,1,1,0,0,0,1,1,55,68,79,67,58,65.5,130,2,3,4,4,5,2,1,2,65.4,1.01492537313433,10,-2.19199638350602,1
2,2,3,1058,8,13,2,2,1,1,0,0,2,2, , ,2,5,3,2,2,2,1,1,1,0,0,2,4,53,66,73,65,55,65.5,130,3,5,4,3,3,4,1,2,62.4,1.01538461538462,10,-5.19199638350603,1
2,2,4,0,0,5,2,2,0,1,0,0,2,1,2,4,2,1,1,1,2,2,1,1,1,0,0,1,3,55,62,75,70,54,65.7,129,3,5,2,3,4,2,1,2,63.2,.885714285714286,8,-4.607736662222,1
2,2,4,6292,2,13,2,3,1,1,0,0,2,1,1,3,2,1,2,3,2,1,1,1,0,0,0,2,1,47,60,66,61,54,65.75,139,5,5,4,4,3,1,1,2,57.6,.983606557377049,13,-10.261671731901,1
2,2,5,3,3,4,3,3,1,1,0,0,2,1,2,2,1,1,1,4,7,1,1,1,0,0,0,1,1,8,8,9,8,7,66,180,2,5,4,4,5,1,0,2,8,1,10, ,0
2,2,2,3,3,4,2,2,1,0,0,0,1,1,1,2,2,3,3,2,2,2,1,1,0,1,0,4,1,60,70,80,70,60,66,140,5,5,3,4,4,3,1,2,68,1,12,-.131347080295924,1
2,2,1,9,9,10,2,3,1,1,0,0,1,1,2,4,2,2,2,3,2,1,1,1,0,0,0,2,1,55,70,79,70,50,66,130,4,4,1,3,4,2,1,2,64.8,1,8,-3.33134708029593,1
2,2,4,9,9,15,2,3,1,1,0,0,2,1,3,2,2,1,1,1,2,2,1,1,0,1,0,1,1,50.8,69.9,76.2,96.8,57.2,66,140,2,4,4,4,4,3,1,2,70.18,.722107438016529,10,2.04865291970407,1
2,2,1,791,1,7,3,3,1,1,0,0,2,1,2,2,1,4,4,2,2,2,1,1,0,0,0,2,1,60,71,76,65,59,66,132,3,5,4,2,5,4,1,2,66.2,1.09230769230769,9,-1.93134708029592,1
2,2,3, , ,19,2,3,1,1,0,0,2,1,3,3,2,2,2,1,2,2,1,1,1,0,0,2,4,65,95,100,95,75,66.1,121,3,4,2,2,4,3,1,2,86,1,7,17.7607827803461,1
2,2,1,5,5,9,1,3,1,1,0,0,2,2, , ,2,4,3,2,2,2,1,1,0,1,0,2,4,54,66,75,68,52,66.5,112,5,5,2,3,4,4,1,2,63,.970588235294118,10,-5.67069777708583,1
2,2,3,7,7,14,1,3,1,1,0,0,2,2, , ,2,4,3,1,1,2,1,1,0,1,0,1,3,59,72,80,75,58,66.5,127,1,4,5,2,4,4,1,2,68.8,.96,8,.129302222914163,1
2,2,1,8,8,17,2,3,1,1,0,0,2,2, , ,2,2,2,2,3,2,1,1,0,1,0,2,1,61,66,77,70,60,66.5,136,3,4,3,2,4,3,1,2,66.8,.942857142857143,8,-1.87069777708584,1
2,2,3, , ,17,2,3,1,1,0,0,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,55,65,77,73,60,67,107,3,4,3,3,4,4,1,2,66,.89041095890411,9,-3.21004847387573,1
2,2,3,3,3,17,2,2,1,1,0,0,2,1,2,4,2,2,2,2,2,2,1,1,1,0,0,2,3,55,80,88,76,58,67,138,5,5,3,2,4,3,1,2,71.4,1.05263157894737,10,2.18995152612428,1
2,2,1,7,7,16,2,2,1,1,0,0,2,1,2,2,2,3,2,2,3,1,1,0,0,0,0,1,1,61,73,77,75,64,67,148,4,4,2,4,4,3,1,2,70,.973333333333333,10,.78995152612427,1
2,2,1,9,9,8,2,2,1,1,0,0,1,2,1,4,2,4,4,2,1,2,1,1,0,0,0,1,1,56,71,78,74,60,67,117,5,5,3,4,5,4,1,2,67.8,.959459459459459,12,-1.41004847387573,1
2,2,5,400,0,10,2,2,1,1,0,0,2,1,2,2,2,3,2,2,2,2,1,1,0,0,0,2,1,8,11,12,11,10,67,190,3,5,1,3,5,3,0,2,10.4,1,7, ,0
2,2,1, , ,3,3,2,1,1,0,0,2,1,3,2,1,4,2,2,1,1,1,1,0,1,0,1,1,6.5,6.5,7.5,7.2,5.8,67.5,160,3,4,2,2,4,4,0,2,6.7,.902777777777778,7, ,0
2,2,3,1,1,1,2,2,1,1,0,0,1,1,2,4,2,1,1,2,1,2,0,1,0,0,0,2,4,80,85,86,85,83,67.5,120,3,5,3,2,5,1,1,2,83.8,1,8,14.0506008293344,1
2,2,4,6,6,7,3,3,1,1,0,0,2,1,1,2,1,1,1,2,4,2,1,1,0,0,0,2,4,59,69,79,72,56,67.5,193,1,4,2,2,3,2,1,2,67,.958333333333333,5,-2.74939917066564,1
2,2,1,8,8,13,2,3,1,1,0,0,1,2,1,3,2,4,3,2,2,2,1,1,0,0,0,1,1,55,69,73,71,60,67.5,137,4,5,1,1,4,5,1,2,65.6,.971830985915493,6,-4.14939917066565,1
2,2,3, , ,7,1,3,1,1,0,0,2,2, , ,2,2,2,2,1,2,1,1,1,0,0,1,1,6,7,8,7,5,67.7,110,3,3,2,4,4,3,0,2,6.6,1,9, ,0
2,2,5, , ,7,1,3,1,1,0,0,2,2, , ,2,2,2,1,2,1,1,1,1,0,0,2,1,7,7.5,8.2,7.5,6.9,68,140,4,5,5,5,5,3,0,2,7.42,1,14, ,0
2,2,5, , ,7,2,3,1,1,0,0,2,2, , ,2,3,3,1,2,2,0,1,1,0,0,1,1,2.3,78,87,75,43,68,121,4,4,1,3,5,4,0,2,57.06,1.04,8, ,0
2,2,2,1,1,17,2,2,1,1,0,0,2,1,1,2,2,4,4,2,1,3,1,1,0,0,0,2,1,65,85,87,84,60,68,156,4,4,4,2,4,2,1,2,76.2,1.01190476190476,10,5.91125013254447,1
2,2,4,4,4,7,2,3,1,1,0,0,1,1,2,2,2,3,5,1,1,2,1,1,0,0,0,1,1,7,7,8,7,5,68,120,4,5,3,4,5,4,0,2,6.8,1,11, ,0
2,2,1,7,7,18,3,2,1,1,0,0,2,1,2,4,1,1,1,3,1,1,1,1,0,0,0,2,1,60,64,70,65,58,68,122,5,5,3,3,4,3,1,2,63.4,.984615384615385,11,-6.88874986745554,1
2,2,3,8,8,14,3,2,1,0,0,0,1,1,4,3,2,3,3,2,2,2,1,1,0,1,0,1,1,74,79,83,76,64,68,150,2,5,3,3,4,3,1,2,75.2,1.03947368421053,8,4.91125013254447,1
2,2,5,8,8,11,3,2,1,1,0,0,2,2, , ,2,4,3,2,1,2,1,1,0,0,0,1,1,68,102,125,94,56,68,145,5,5,1,2,4,5,0,2,89,1.08510638297872,8, ,0
2,2,4,2078,8,5,2,2,1,0,0,0,2,1,3,2,2,2,2,3,4,2,1,1,1,1,1,1,1,7,7.7,8.3,7.9,6,68,130,5,5,5,5,3,3,0,2,7.38,.974683544303797,15, ,0
2,2,4,7670,0,13,3,2,1,1,0,0,2,1,3,5,1,1,4,4,5,1,1,1,1,0,0,2,1,5.5,8,8.5,8,6.5,68,220,1,4,3,2,4,2,0,2,7.3,1,6, ,0
2,2,1,0,0,19,2,3,1,1,0,0,2,1,2,2,2,1,2,2,2,2,0,0,1,1,0,4,1,72,77,84,78,61,68.5,158,4,5,3,4,4,4,1,2,74.4,.987179487179487,11,3.57189943575457,1
2,2,1,7,7,16,1,3,1,1,0,0,2,2, , ,2,4,4,1,1,2,1,1,0,1,0,2,1,60,70,74,68,59,68.5,149,5,5,2,2,4,5,1,2,66.2,1.02941176470588,9,-4.62810056424543,1
2,2,1, , ,11,3,3,1,1,0,0,1,1,3,4,1,2,2,2,3,3,1,1,0,0,0,2,1,50,69,73,70,57,69,145,1,1,1,1,1,3,1,2,63.8,.985714285714286,3,-7.56745126103534,1
2,2,2, , ,19,3,3,1,1,0,0,2,2, , ,1,4,3,2,1,1,1,1,0,1,0,1,1,5.2,6.3,7.1,5.9,5.1,69.3,145,1,4,1,4,3,3,0,2,5.92,1.06779661016949,6, ,0
2,2,1,3,3,10,2,2,1,1,0,0,2,2, , ,2,2,1,2,2,2,1,1,0,0,0,2,1,65,74,81,76,66,69.5,145,4,5,1,2,5,2,1,2,72.4,.973684210526316,7,.493198042174768,1
2,2,4,4,4,17,3,2,1,0,0,0,2,1,3,3,2,3,3,1,1,2,1,1,0,0,0,2,1,49,70,74,69,52,69.5,140,4,4,4,4,4,4,1,2,62.8,1.01449275362319,12,-9.10680195782524,1
2,2,4,6,6,3,3,2,1,1,0,0,2,1,1,4,1,1,2,2,3,3,1,1,0,1,0,2,2,7.4,10.9,11.2,9.8,8.5,69.5,263,1,4,3,2,5,2,0,2,9.56,1.11224489795918,6, ,0
2,2,1,0,0,11,3,2,1,1,0,0,2,1,1,4,1,4,4,3,1,2,0,0,1,0,0,3,4,44.45,57.15,63.5,50.8,44.45,70,145,4,5,2,2,5,4,1,2,52.07,1.125,8,-20.3761526546151,1
2,2,1,0,0,8,2,3,1,1,0,0,2,1,2,3,2,3,3,1,2,2,1,1,0,0,0,2,1,60,81,88,80,65,70,125,4,4,2,2,4,4,1,2,74.8,1.0125,8,2.35384734538486,1
2,2,2,4,4,4,2,3,1,1,0,0,2,2, , ,2,3,2,2,3,2,1,0,1,1,0,1,1,70,79,89,86,70,70,256,3,3,1,2,5,3,1,2,78.8,.918604651162791,6,6.35384734538486,1
2,2,5,7,7,17,2,2,0,1,0,0,2,1,5,5,2,4,1,2,3,2,1,1,1,1,0,2,1,67,81,89,79,69,71,185,4,4,3,5,4,4,1,2,77,1.0253164556962,12,3.47514595180506,1
2,2,1, , ,8,2,3,1,1,0,0,2,1,2,3,2,1,1,1,3,1,1,1,0,0,0,2,1,56,69,76,72,60,72,133,4,5,2,3,4,1,1,2,66.6,.958333333333333,9,-8.00355544177475,1
2,2,3,0,0,4,2,2,1,1,0,0,2,2, , ,2,2,2,1,4,1,1,1,0,0,0,1,1,65,75,87,78,64, ,132,4,5,2,4,5,2,1, ,73.8,.961538461538462,10, , 
